#Feature ID	taxonomy	Confidence
4c7177b5096d7adda6e67e5e583ae42a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter	0.8332427977252472
727bacd4b8b6376309b660200daf3f80	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_indicus	0.8690542206740725
4f15a20085b8a3ac9d7cf7188d9392a6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas	0.9997972135071608
ceb4d7e802028ad8f00abc59d66cc358	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Brevibacteriaceae; g__Brevibacterium	0.9999999705419246
54d34eb83343a14660adce071a84943a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.9920888873078755
366eb464c94ea3c1501b04ab26e32d61	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.9918781439378141
02e060e5bbf9b8f450c81aef6eebe59c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides_exalbidus	0.7611153077031565
2e556cb84ce5ae3f9da8e1cdc43a8694	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9995395507453999
4c349bb632cc80778d8a2d5fd292ddc5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9952507516655308
8003ea0f1014a63bd235329375189a66	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas	0.9997249611770548
d58c275ef14c08ff2e06cb799204e757	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	0.9999999615382765
cbde31bca5dd7ba9aad53fda2b87abf8	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9155147772856687
b761fd8dde6725de27bbf1f4fc8a2045	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Gordonia	0.9695905196551692
2860f1d19858e863ac31e39e002a596b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus	0.9509598738398312
3161fe48f5aaffadf901a481ee26c610	d__Bacteria; p__Caldatribacteriota; c__JS1; o__JS1; f__JS1; g__JS1; s__uncultured_bacterium	0.7450901608375486
f2cbd50dba87bb8076b4b44ec8380a47	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; s__[Pseudomonas]_geniculata	0.719584373911805
